t,i,v,soc,T
84020.0,-1.3,4.025,0.897,27.6
84030.0,-1.3,4.025,0.897,27.6
84040.0,-1.3,4.025,0.897,27.6
84050.0,-1.3,4.025,0.897,27.6
84060.0,-1.3,4.025,0.897,27.6
84070.0,-1.4,4.025,0.897,27.6
84080.0,-1.4,4.025,0.897,27.6
84090.0,-1.4,4.025,0.897,27.6
84100.0,-1.4,4.025,0.897,27.6
84110.0,-1.4,4.025,0.897,27.6
84120.0,-1.4,4.025,0.897,27.6
84130.0,-1.4,4.025,0.897,27.6
84140.0,-1.4,4.025,0.897,27.6
84150.0,-1.3,4.025,0.897,27.6
84160.0,-1.3,4.025,0.897,27.6
84170.0,-1.3,4.025,0.897,27.6
84180.0,-1.3,4.025,0.897,27.6
84190.0,-1.3,4.025,0.897,27.6
84200.0,-1.4,4.025,0.897,27.6
84210.0,-1.5,4.025,0.897,27.6
84220.0,-1.5,4.025,0.897,27.6
84230.0,-1.3,4.025,0.897,27.6
84240.0,-1.3,4.025,0.897,27.6
84250.0,-1.3,4.025,0.897,27.6
84260.0,-1.6,4.025,0.897,27.6
84270.0,-1.3,4.025,0.897,27.6
84280.0,-1.2,4.025,0.897,27.6
84290.0,-1.2,4.025,0.897,27.6
84300.0,-1.2,4.025,0.897,27.6
84310.0,-1.4,4.025,0.897,27.6
84320.0,-1.4,4.025,0.897,27.6
84330.0,-1.7,4.025,0.897,27.6
84340.0,-1.2,4.025,0.897,27.6
84350.0,-1.2,4.025,0.897,27.6
84360.0,-1.2,4.024,0.897,27.6
84370.0,-1.4,4.024,0.897,27.6
84380.0,-1.4,4.024,0.897,27.6
84390.0,-1.5,4.024,0.897,27.6
84400.0,-1.7,4.024,0.897,27.6
84410.0,-1.7,4.024,0.897,27.6
84420.0,-1.6,4.024,0.897,27.6
84430.0,-1.6,4.024,0.897,27.6
84440.0,-1.6,4.024,0.897,27.6
84450.0,-1.5,4.024,0.897,27.6
84460.0,-1.5,4.024,0.897,27.6
84470.0,-1.5,4.024,0.897,27.6
84480.0,-1.5,4.024,0.897,27.6
84490.0,-1.6,4.024,0.897,27.6
84500.0,-1.5,4.024,0.897,27.6
84510.0,-1.5,4.024,0.897,27.6
84520.0,-1.5,4.024,0.897,27.6
84530.0,-1.6,4.024,0.897,27.6
84540.0,-1.6,4.024,0.897,27.6
84550.0,-1.6,4.024,0.897,27.6
84560.0,-1.6,4.024,0.897,27.6
84570.0,-1.6,4.024,0.897,27.6
84580.0,-1.6,4.024,0.897,27.6
84590.0,-1.5,4.024,0.8959999999999999,27.6
84600.0,-1.6,4.024,0.8959999999999999,27.6
84610.0,-1.6,4.024,0.8959999999999999,27.6
84620.0,-1.6,4.023,0.8959999999999999,27.6
84630.0,-1.6,4.024,0.8959999999999999,27.6
84640.0,-1.6,4.024,0.8959999999999999,27.6
84650.0,-1.5,4.023,0.8959999999999999,27.6
84660.0,-1.6,4.023,0.8959999999999999,27.6
84670.0,-1.6,4.023,0.8959999999999999,27.6
84680.0,-1.5,4.023,0.8959999999999999,27.6
84690.0,-1.6,4.023,0.8959999999999999,27.6
84700.0,-1.6,4.023,0.8959999999999999,27.6
84710.0,-1.6,4.023,0.8959999999999999,27.6
84720.0,-1.6,4.023,0.8959999999999999,27.6
84730.0,-1.5,4.023,0.8959999999999999,27.6
84740.0,-1.5,4.023,0.8959999999999999,27.6
84750.0,-1.5,4.023,0.8959999999999999,27.6
84760.0,-1.5,4.023,0.8959999999999999,27.6
84770.0,-1.5,4.023,0.8959999999999999,27.6
84780.0,-1.6,4.023,0.8959999999999999,27.6
84790.0,-1.5,4.023,0.8959999999999999,27.6
84800.0,-1.6,4.023,0.8959999999999999,27.6
84810.0,-1.6,4.023,0.8959999999999999,27.6
84820.0,-1.6,4.023,0.8959999999999999,27.6
84830.0,-1.6,4.023,0.8959999999999999,27.6
84840.0,-1.5,4.023,0.8959999999999999,27.6
84850.0,-1.5,4.023,0.8959999999999999,27.6
84860.0,-1.5,4.023,0.8959999999999999,27.6
84870.0,-1.6,4.023,0.8959999999999999,27.6
84880.0,-1.5,4.023,0.8959999999999999,27.6
84890.0,-1.5,4.023,0.8959999999999999,27.6
84900.0,-1.6,4.023,0.8959999999999999,27.6
84910.0,-1.5,4.023,0.8959999999999999,27.6
84920.0,-1.5,4.023,0.8959999999999999,27.6
84930.0,-1.5,4.023,0.8959999999999999,27.6
84940.0,-1.5,4.023,0.8959999999999999,27.6
84950.0,-1.5,4.023,0.8959999999999999,27.6
84960.0,-1.5,4.023,0.8959999999999999,27.6
84970.0,-1.5,4.023,0.8959999999999999,27.6
84980.0,-1.6,4.023,0.8959999999999999,27.6
84990.0,-1.6,4.023,0.8959999999999999,27.6
85000.0,-1.5,4.023,0.8959999999999999,27.6
85010.0,-1.5,4.023,0.8959999999999999,27.6
85020.0,-1.5,4.022,0.8959999999999999,27.6
85030.0,-1.4,4.023,0.8959999999999999,27.6
85040.0,-1.4,4.023,0.8959999999999999,27.6
85050.0,-1.5,4.022,0.8959999999999999,27.6
85060.0,-1.5,4.022,0.895,27.6
85070.0,-1.5,4.022,0.895,27.6
85080.0,-1.5,4.022,0.895,27.6
85090.0,-1.5,4.022,0.895,27.6
85100.0,-1.5,4.022,0.895,27.6
85110.0,-1.5,4.022,0.895,27.6
85120.0,-1.5,4.022,0.895,27.6
85130.0,-1.5,4.022,0.895,27.6
85140.0,-1.5,4.022,0.895,27.6
85150.0,-1.5,4.022,0.895,27.6
85160.0,-1.6,4.022,0.895,27.6
85170.0,-1.6,4.022,0.895,27.6
85180.0,-1.5,4.022,0.895,27.6
85190.0,-1.5,4.022,0.895,27.6
85200.0,-1.5,4.022,0.895,27.6
85210.0,-1.6,4.022,0.895,27.6
85220.0,-1.6,4.022,0.895,27.6
85230.0,-1.5,4.022,0.895,27.6
85240.0,-1.5,4.022,0.895,27.6
85250.0,-1.5,4.022,0.895,27.6
85260.0,-1.5,4.022,0.895,27.6
85270.0,-1.5,4.022,0.895,27.6
85280.0,-1.6,4.022,0.895,27.6
85290.0,-1.5,4.022,0.895,27.6
85300.0,-1.5,4.022,0.895,27.6
85310.0,-1.5,4.022,0.895,27.6
85320.0,-1.5,4.022,0.895,27.6
85330.0,-1.5,4.022,0.895,27.6
85340.0,-1.5,4.022,0.895,27.6
85350.0,-1.5,4.022,0.895,27.6
85360.0,-1.5,4.022,0.895,27.6
85370.0,-1.5,4.022,0.895,27.6
85380.0,-1.4,4.022,0.895,27.6
85390.0,-1.6,4.022,0.895,27.5
85400.0,-1.6,4.022,0.895,27.5
85410.0,-1.6,4.022,0.895,27.6
85420.0,-1.6,4.022,0.895,27.6
85430.0,-1.5,4.021,0.895,27.6
85440.0,-1.4,4.022,0.895,27.5
85450.0,-1.5,4.021,0.895,27.5
85460.0,-1.5,4.021,0.895,27.5
85470.0,-1.6,4.021,0.895,27.5
85480.0,-1.5,4.021,0.895,27.5
85490.0,-1.5,4.021,0.895,27.5
85500.0,-1.5,4.021,0.894,27.5
85510.0,-1.6,4.021,0.894,27.5
85520.0,-1.6,4.021,0.894,27.5
85530.0,-1.5,4.021,0.894,27.5
85540.0,-1.5,4.021,0.894,27.5
85550.0,-1.5,4.021,0.894,27.5
85560.0,-1.6,4.021,0.894,27.5
85570.0,-1.6,4.021,0.894,27.5
85580.0,-1.5,4.021,0.894,27.5
85590.0,-1.5,4.021,0.894,27.5
85600.0,-1.5,4.021,0.894,27.5
85610.0,-1.5,4.021,0.894,27.5
85620.0,-1.7,4.021,0.894,27.5
85630.0,-1.9,4.02,0.894,27.5
85640.0,-2.0,4.02,0.894,27.5
85650.0,-2.0,4.02,0.894,27.5
85660.0,-1.9,4.02,0.894,27.5
85670.0,-1.8,4.02,0.894,27.5
85680.0,-1.8,4.02,0.894,27.5
85690.0,-1.8,4.02,0.894,27.5
85700.0,-1.8,4.02,0.894,27.5
85710.0,-1.8,4.02,0.894,27.5
85720.0,-1.5,4.02,0.894,27.5
85730.0,-1.9,4.02,0.894,27.5
85740.0,-1.5,4.02,0.894,27.5
85750.0,-1.5,4.02,0.894,27.5
85760.0,-1.5,4.02,0.894,27.5
85770.0,-1.7,4.02,0.894,27.5
85780.0,-1.9,4.02,0.894,27.5
85790.0,-1.9,4.02,0.894,27.5
85800.0,-1.7,4.02,0.894,27.5
85810.0,-1.9,4.02,0.894,27.5
85820.0,-1.9,4.02,0.894,27.5
85830.0,-1.9,4.02,0.894,27.5
85840.0,-1.7,4.02,0.894,27.5
85850.0,-1.7,4.02,0.894,27.5
85860.0,-1.8,4.02,0.894,27.5
85870.0,-1.8,4.02,0.894,27.5
85880.0,-1.8,4.02,0.894,27.5
85890.0,-1.8,4.02,0.894,27.5
85900.0,-1.7,4.02,0.894,27.5
85910.0,-1.7,4.02,0.894,27.5
85920.0,-1.5,4.02,0.894,27.5
85930.0,-1.5,4.02,0.893,27.5
85940.0,-1.5,4.02,0.893,27.5
85950.0,-1.5,4.02,0.893,27.5
85960.0,-1.5,4.02,0.893,27.5
85970.0,-1.5,4.02,0.893,27.4
85980.0,-1.5,4.02,0.893,27.4
85990.0,-1.4,4.02,0.893,27.4
86000.0,-1.4,4.02,0.893,27.4
86010.0,-1.4,4.02,0.893,27.4
86020.0,-1.4,4.02,0.893,27.4
86030.0,-1.4,4.02,0.893,27.4
86040.0,-1.5,4.02,0.893,27.4
86050.0,-1.5,4.02,0.893,27.4
86060.0,-1.5,4.02,0.893,27.4
86070.0,-1.5,4.02,0.893,27.4
86080.0,-1.5,4.02,0.893,27.4
86090.0,-1.5,4.019,0.893,27.4
86100.0,-1.6,4.019,0.893,27.4
86110.0,-1.6,4.019,0.893,27.4
86120.0,-1.5,4.019,0.893,27.4
86130.0,-1.5,4.019,0.893,27.4
86140.0,-1.5,4.019,0.893,27.4
86150.0,-1.5,4.019,0.893,27.4
86160.0,-1.6,4.019,0.893,27.4
86170.0,-1.6,4.019,0.893,27.4
86180.0,-1.6,4.019,0.893,27.4
86190.0,-1.6,4.019,0.893,27.4
86200.0,-1.5,4.019,0.893,27.4
86210.0,-1.5,4.019,0.893,27.4
86220.0,-1.5,4.019,0.893,27.4
86230.0,-1.5,4.019,0.893,27.4
86240.0,-1.6,4.019,0.893,27.4
86250.0,-1.5,4.019,0.893,27.4
86260.0,-1.5,4.019,0.893,27.4
86270.0,-1.5,4.019,0.893,27.4
86280.0,-1.5,4.019,0.893,27.4
86290.0,-1.5,4.019,0.893,27.4
86300.0,-1.5,4.019,0.893,27.4
86310.0,-1.3,4.019,0.893,27.4
86320.0,-1.3,4.019,0.893,27.4
86330.0,-1.3,4.019,0.893,27.4
86340.0,-1.3,4.019,0.893,27.4
86350.0,-1.4,4.019,0.893,27.4
86360.0,-1.3,4.019,0.893,27.4
86370.0,-1.3,4.019,0.893,27.4
86380.0,-1.3,4.019,0.893,27.4
86390.0,-1.3,4.019,0.893,27.4
86400.0,-1.3,4.019,0.893,27.4
86410.0,-1.3,4.019,0.893,27.4
86420.0,-1.3,4.019,0.893,27.4
86430.0,-1.3,4.019,0.892,27.4
86440.0,-1.3,4.019,0.892,27.4
86450.0,-1.3,4.019,0.892,27.4
86460.0,-1.3,4.019,0.892,27.4
86470.0,-1.3,4.019,0.892,27.4
86480.0,-1.3,4.019,0.892,27.4
86490.0,-1.3,4.019,0.892,27.4
86500.0,-1.3,4.019,0.892,27.4
86510.0,-1.3,4.019,0.892,27.4
86520.0,-1.3,4.019,0.892,27.4
86530.0,-1.3,4.019,0.892,27.4
86540.0,-1.3,4.019,0.892,27.4
86550.0,-1.3,4.018,0.892,27.4
86560.0,-1.2,4.019,0.892,27.4
86570.0,-1.2,4.019,0.892,27.4
86580.0,-1.4,4.019,0.892,27.4
86590.0,-1.3,4.019,0.892,27.4
86600.0,-1.4,4.018,0.892,27.4
86610.0,-1.4,4.018,0.892,27.4
86620.0,-1.3,4.018,0.892,27.4
86630.0,-1.3,4.018,0.892,27.4
86640.0,-1.3,4.018,0.892,27.4
86650.0,-1.3,4.018,0.892,27.4
86660.0,-1.3,4.018,0.892,27.4
86670.0,-1.3,4.018,0.892,27.4
86680.0,-1.3,4.018,0.892,27.4
86690.0,-1.3,4.018,0.892,27.4
86700.0,-1.3,4.018,0.892,27.4
86710.0,-1.3,4.018,0.892,27.4
86720.0,-1.3,4.018,0.892,27.4
86730.0,-1.3,4.018,0.892,27.4
86740.0,-1.3,4.018,0.892,27.4
86750.0,-1.3,4.018,0.892,27.4
86760.0,-1.3,4.018,0.892,27.4
86770.0,-1.4,4.018,0.892,27.4
86780.0,-1.4,4.018,0.892,27.4
86790.0,-1.3,4.018,0.892,27.4
86800.0,-1.3,4.018,0.892,27.4
86810.0,-1.3,4.018,0.892,27.4
86820.0,-1.3,4.018,0.892,27.4
86830.0,-1.2,4.018,0.892,27.4
86840.0,-1.2,4.018,0.892,27.4
86850.0,-1.3,4.017,0.892,27.4
86860.0,-1.3,4.017,0.892,27.4
86870.0,-1.3,4.017,0.892,27.4
86880.0,-1.3,4.017,0.892,27.4
86890.0,-1.3,4.017,0.892,27.4
86900.0,-1.3,4.017,0.892,27.4
86910.0,-1.3,4.017,0.892,27.4
86920.0,-1.3,4.017,0.892,27.4
86930.0,-1.3,4.017,0.892,27.4
86940.0,-1.3,4.017,0.892,27.4
86950.0,-1.3,4.017,0.892,27.4
86960.0,-1.3,4.017,0.892,27.4
86970.0,-1.4,4.017,0.892,27.4
86980.0,-1.3,4.017,0.8909999999999999,27.4
86990.0,-1.3,4.017,0.8909999999999999,27.4
87000.0,-1.4,4.017,0.8909999999999999,27.4
87010.0,-1.4,4.017,0.8909999999999999,27.4
87020.0,-1.3,4.017,0.8909999999999999,27.4
87030.0,-1.3,4.017,0.8909999999999999,27.4
87040.0,-1.3,4.017,0.8909999999999999,27.4
87050.0,-1.3,4.017,0.8909999999999999,27.4
87060.0,-1.2,4.017,0.8909999999999999,27.4
87070.0,-1.2,4.017,0.8909999999999999,27.4
87080.0,-1.3,4.017,0.8909999999999999,27.4
87090.0,-1.3,4.017,0.8909999999999999,27.4
87100.0,-1.2,4.017,0.8909999999999999,27.4
87110.0,-1.2,4.017,0.8909999999999999,27.4
87120.0,-1.3,4.017,0.8909999999999999,27.4
87130.0,-1.3,4.017,0.8909999999999999,27.4
87140.0,-1.3,4.017,0.8909999999999999,27.4
87150.0,-1.3,4.017,0.8909999999999999,27.4
87160.0,-1.6,4.017,0.8909999999999999,27.4
87170.0,-1.6,4.017,0.8909999999999999,27.4
87180.0,-1.7,4.017,0.8909999999999999,27.3
87190.0,-1.2,4.017,0.8909999999999999,27.3
87200.0,-1.2,4.017,0.8909999999999999,27.3
87210.0,-1.2,4.017,0.8909999999999999,27.3
87220.0,-1.3,4.017,0.8909999999999999,27.3
87230.0,-1.3,4.017,0.8909999999999999,27.3
87240.0,-1.3,4.017,0.8909999999999999,27.3
87250.0,-1.3,4.017,0.8909999999999999,27.3
87260.0,-1.3,4.017,0.8909999999999999,27.3
87270.0,-1.3,4.017,0.8909999999999999,27.3
87280.0,-1.4,4.017,0.8909999999999999,27.3
87290.0,-1.4,4.017,0.8909999999999999,27.3
87300.0,-1.4,4.017,0.8909999999999999,27.3
87310.0,-1.4,4.017,0.8909999999999999,27.3
87320.0,-1.4,4.017,0.8909999999999999,27.3
87330.0,-1.4,4.017,0.8909999999999999,27.3
87340.0,-1.4,4.017,0.8909999999999999,27.3
87350.0,-1.4,4.017,0.8909999999999999,27.3
87360.0,-1.4,4.017,0.8909999999999999,27.3
87370.0,-1.0,4.017,0.8909999999999999,27.3
87380.0,-1.2,4.017,0.8909999999999999,27.3
87390.0,-1.2,4.017,0.8909999999999999,27.3
87400.0,-1.3,4.017,0.8909999999999999,27.3
87410.0,-1.2,4.017,0.8909999999999999,27.3
87420.0,-1.2,4.017,0.8909999999999999,27.3
87430.0,-1.4,4.017,0.8909999999999999,27.3
87440.0,-1.3,4.016,0.8909999999999999,27.3
87450.0,-1.3,4.016,0.8909999999999999,27.3
87460.0,-1.3,4.017,0.8909999999999999,27.3
87470.0,-1.3,4.016,0.8909999999999999,27.3
87480.0,-1.4,4.016,0.8909999999999999,27.3
87490.0,-1.4,4.016,0.8909999999999999,27.3
87500.0,-1.4,4.016,0.8909999999999999,27.3
87510.0,-1.3,4.016,0.8909999999999999,27.3
87520.0,-1.4,4.016,0.89,27.3
87530.0,-1.4,4.016,0.89,27.3
87540.0,-1.3,4.016,0.89,27.3
87550.0,-1.2,4.016,0.89,27.3
87560.0,-1.2,4.016,0.89,27.3
87570.0,-1.3,4.016,0.89,27.3
87580.0,-1.4,4.016,0.89,27.3
87590.0,-1.4,4.016,0.89,27.3
87600.0,-1.3,4.016,0.89,27.3
87610.0,-1.3,4.016,0.89,27.3
87620.0,-1.4,4.016,0.89,27.3
87630.0,-1.4,4.016,0.89,27.3
87640.0,-1.4,4.016,0.89,27.3
87650.0,-1.4,4.016,0.89,27.3
87660.0,-1.3,4.016,0.89,27.3
87670.0,-1.3,4.016,0.89,27.3
87680.0,-1.4,4.016,0.89,27.3
87690.0,-1.4,4.016,0.89,27.3
87700.0,-1.4,4.016,0.89,27.3
87710.0,-1.4,4.016,0.89,27.3
87720.0,-1.4,4.016,0.89,27.3
87730.0,-1.4,4.016,0.89,27.3
87740.0,-1.7,4.015,0.89,27.3
87750.0,-1.7,4.015,0.89,27.3
87760.0,-1.7,4.016,0.89,27.3
87770.0,-1.7,4.015,0.89,27.3
87780.0,-1.7,4.015,0.89,27.3
87790.0,-1.7,4.015,0.89,27.3
87800.0,-1.5,4.016,0.89,27.3
87810.0,-1.5,4.016,0.89,27.3
87820.0,-1.6,4.016,0.89,27.3
87830.0,-1.5,4.015,0.89,27.3
87840.0,-1.5,4.015,0.89,27.3
87850.0,-1.5,4.015,0.89,27.3
87860.0,-1.5,4.015,0.89,27.3
87870.0,-1.5,4.015,0.89,27.3
87880.0,-1.5,4.015,0.89,27.3
87890.0,-1.5,4.015,0.89,27.3
87900.0,-1.5,4.015,0.89,27.3
87910.0,-1.5,4.015,0.89,27.3
87920.0,-1.5,4.015,0.89,27.3
87930.0,-1.5,4.015,0.89,27.3
87940.0,-1.5,4.015,0.89,27.3
87950.0,-1.5,4.015,0.89,27.3
87960.0,-1.5,4.015,0.89,27.3
87970.0,-1.6,4.015,0.89,27.3
87980.0,-1.6,4.015,0.89,27.3
87990.0,-1.6,4.015,0.89,27.3
88000.0,-1.6,4.015,0.89,27.3
88010.0,-1.4,4.015,0.89,27.3
88020.0,-1.4,4.015,0.89,27.3
88030.0,-1.3,4.015,0.889,27.2
88040.0,-1.3,4.015,0.889,27.2
88050.0,-1.3,4.015,0.889,27.2
88060.0,-1.3,4.015,0.889,27.2
88070.0,-1.2,4.015,0.889,27.2
88080.0,-1.2,4.015,0.889,27.2
88090.0,-1.4,4.015,0.889,27.2
88100.0,-1.4,4.015,0.889,27.2
88110.0,-1.3,4.015,0.889,27.2
88120.0,-1.3,4.015,0.889,27.2
88130.0,-1.3,4.015,0.889,27.2
88140.0,-1.3,4.014,0.889,27.2
88150.0,-1.3,4.014,0.889,27.2
88160.0,-1.3,4.015,0.889,27.2
88170.0,-1.3,4.015,0.889,27.2
88180.0,-1.3,4.014,0.889,27.2
88190.0,-1.3,4.014,0.889,27.2
88200.0,-1.3,4.014,0.889,27.2
88210.0,-1.3,4.014,0.889,27.2
88220.0,-1.3,4.014,0.889,27.2
88230.0,-1.3,4.014,0.889,27.2
88240.0,-1.3,4.014,0.889,27.2
88250.0,-1.3,4.014,0.889,27.2
88260.0,-1.2,4.014,0.889,27.2
88270.0,-1.3,4.014,0.889,27.2
88280.0,-1.3,4.014,0.889,27.2
88290.0,-1.3,4.014,0.889,27.2
88300.0,-1.3,4.014,0.889,27.2
88310.0,-1.3,4.014,0.889,27.2
88320.0,-1.3,4.014,0.889,27.2
88330.0,-1.3,4.014,0.889,27.2
88340.0,-1.3,4.014,0.889,27.2
88350.0,-1.3,4.014,0.889,27.2
88360.0,-1.3,4.014,0.889,27.2
88370.0,-1.3,4.014,0.889,27.2
88380.0,-1.3,4.014,0.889,27.2
88390.0,-1.3,4.014,0.889,27.2
88400.0,-1.3,4.014,0.889,27.2
88410.0,-1.3,4.014,0.889,27.2
88420.0,-1.4,4.014,0.889,27.2
88430.0,-1.3,4.014,0.889,27.2
88440.0,-1.3,4.014,0.889,27.2
88450.0,-1.3,4.014,0.889,27.2
88460.0,-1.3,4.014,0.889,27.2
88470.0,-1.3,4.014,0.889,27.2
88480.0,-1.3,4.014,0.889,27.2
88490.0,-1.3,4.014,0.889,27.2
88500.0,-1.4,4.014,0.889,27.2
88510.0,-1.4,4.014,0.889,27.2
88520.0,-1.3,4.014,0.889,27.2
88530.0,-1.3,4.014,0.889,27.2
88540.0,-1.3,4.014,0.889,27.2
88550.0,-1.2,4.014,0.889,27.2
88560.0,-1.3,4.014,0.888,27.2
88570.0,-1.3,4.014,0.888,27.2
88580.0,-1.3,4.014,0.888,27.2
88590.0,-1.3,4.013,0.888,27.2
88600.0,-1.4,4.014,0.888,27.2
88610.0,-1.4,4.014,0.888,27.2
88620.0,-1.4,4.013,0.888,27.2
88630.0,-1.3,4.013,0.888,27.2
88640.0,-1.3,4.013,0.888,27.2
88650.0,-1.4,4.013,0.888,27.2
88660.0,-1.2,4.013,0.888,27.2
88670.0,-1.2,4.013,0.888,27.2
88680.0,-1.3,4.013,0.888,27.2
88690.0,-1.3,4.013,0.888,27.2
88700.0,-1.2,4.013,0.888,27.2
88710.0,-1.2,4.013,0.888,27.2
88720.0,-1.3,4.013,0.888,27.2
88730.0,-1.3,4.013,0.888,27.2
88740.0,-1.3,4.013,0.888,27.2
88750.0,-1.2,4.013,0.888,27.2
88760.0,-1.2,4.013,0.888,27.2
88770.0,-1.2,4.013,0.888,27.2
88780.0,-1.3,4.013,0.888,27.2
88790.0,-1.3,4.013,0.888,27.2
88800.0,-1.3,4.013,0.888,27.2
88810.0,-1.3,4.013,0.888,27.2
88820.0,-1.3,4.013,0.888,27.2
88830.0,-1.4,4.013,0.888,27.2
88840.0,-1.4,4.013,0.888,27.1
88850.0,-1.0,4.013,0.888,27.1
88860.0,-1.0,4.013,0.888,27.1
88870.0,-1.3,4.013,0.888,27.1
88880.0,-1.4,4.013,0.888,27.1
88890.0,-1.4,4.013,0.888,27.1
88900.0,-1.4,4.013,0.888,27.1
88910.0,-1.1,4.013,0.888,27.1
88920.0,-1.3,4.013,0.888,27.1
88930.0,-1.3,4.013,0.888,27.1
88940.0,-1.3,4.013,0.888,27.1
88950.0,-1.3,4.013,0.888,27.1
88960.0,-1.1,4.013,0.888,27.1
88970.0,-1.3,4.013,0.888,27.1
88980.0,-1.4,4.013,0.888,27.1
88990.0,-1.3,4.013,0.888,27.1
89000.0,-1.3,4.013,0.888,27.1
89010.0,-1.3,4.013,0.888,27.1
89020.0,-1.2,4.013,0.888,27.1
89030.0,-1.2,4.013,0.888,27.1
89040.0,-1.2,4.013,0.888,27.1
89050.0,-1.3,4.013,0.888,27.1
89060.0,-1.3,4.013,0.888,27.1
89070.0,-1.4,4.013,0.888,27.1
89080.0,-1.3,4.013,0.888,27.1
89090.0,-1.3,4.013,0.888,27.1
89100.0,-1.3,4.013,0.888,27.1
89110.0,-1.3,4.013,0.887,27.1
89120.0,-1.3,4.013,0.887,27.1
89130.0,-1.3,4.013,0.887,27.1
89140.0,-1.3,4.013,0.887,27.1
89150.0,-1.3,4.013,0.887,27.1
89160.0,-1.3,4.013,0.887,27.1
89170.0,-1.3,4.012,0.887,27.1
89180.0,-1.3,4.012,0.887,27.1
89190.0,-1.3,4.012,0.887,27.1
89200.0,-1.3,4.012,0.887,27.1
89210.0,-1.2,4.012,0.887,27.1
89220.0,-1.2,4.012,0.887,27.1
89230.0,-1.4,4.012,0.887,27.1
89240.0,-1.3,4.012,0.887,27.1
89250.0,-1.3,4.012,0.887,27.1
89260.0,-1.3,4.012,0.887,27.1
89270.0,-1.3,4.012,0.887,27.1
89280.0,-1.3,4.012,0.887,27.1
89290.0,-1.3,4.012,0.887,27.1
89300.0,-1.3,4.012,0.887,27.1
89310.0,-1.3,4.012,0.887,27.1
89320.0,-1.3,4.012,0.887,27.1
89330.0,-1.2,4.012,0.887,27.1
89340.0,-1.3,4.012,0.887,27.1
89350.0,-1.3,4.012,0.887,27.1
89360.0,-1.3,4.012,0.887,27.1
89370.0,-1.3,4.012,0.887,27.1
89380.0,-1.4,4.012,0.887,27.1
89390.0,-1.3,4.012,0.887,27.1
89400.0,-1.3,4.012,0.887,27.1
89410.0,-1.4,4.012,0.887,27.1
89420.0,-1.4,4.012,0.887,27.1
89430.0,-1.3,4.012,0.887,27.1
89440.0,-1.3,4.012,0.887,27.1
89450.0,-1.3,4.012,0.887,27.1
89460.0,-1.3,4.012,0.887,27.1
89470.0,-1.3,4.012,0.887,27.1
89480.0,-1.3,4.011,0.887,27.1
89490.0,-1.3,4.011,0.887,27.1
89500.0,-1.4,4.012,0.887,27.1
89510.0,-1.3,4.011,0.887,27.1
89520.0,-1.3,4.012,0.887,27.1
89530.0,-1.3,4.012,0.887,27.1
89540.0,-1.3,4.011,0.887,27.1
89550.0,-1.3,4.011,0.887,27.1
89560.0,-1.3,4.011,0.887,27.1
89570.0,-1.4,4.011,0.887,27.1
89580.0,-1.4,4.011,0.887,27.1
89590.0,-1.4,4.011,0.887,27.1
89600.0,-1.3,4.011,0.887,27.1
89610.0,-1.3,4.011,0.887,27.1
89620.0,-1.3,4.011,0.887,27.1
89630.0,-1.3,4.011,0.887,27.1
89640.0,-1.3,4.011,0.887,27.1
89650.0,-1.3,4.011,0.887,27.1
89660.0,-1.3,4.011,0.8859999999999999,27.1
89670.0,-1.3,4.011,0.8859999999999999,27.1
89680.0,-1.3,4.011,0.8859999999999999,27.1
89690.0,-1.3,4.011,0.8859999999999999,27.1
89700.0,-1.4,4.011,0.8859999999999999,27.1
89710.0,-1.4,4.011,0.8859999999999999,27.1
89720.0,-1.4,4.011,0.8859999999999999,27.1
89730.0,-1.4,4.011,0.8859999999999999,27.1
89740.0,-1.4,4.011,0.8859999999999999,27.1
89750.0,-1.4,4.011,0.8859999999999999,27.1
89760.0,-1.3,4.011,0.8859999999999999,27.1
89770.0,-1.3,4.011,0.8859999999999999,27.1
89780.0,-1.3,4.011,0.8859999999999999,27.1
89790.0,-1.3,4.011,0.8859999999999999,27.1
89800.0,-1.3,4.011,0.8859999999999999,27.1
89810.0,-1.3,4.011,0.8859999999999999,27.1
89820.0,-1.5,4.011,0.8859999999999999,27.1
89830.0,-1.7,4.011,0.8859999999999999,27.1
89840.0,-1.7,4.011,0.8859999999999999,27.1
89850.0,-1.7,4.011,0.8859999999999999,27.1
89860.0,-1.7,4.01,0.8859999999999999,27.1
89870.0,-1.7,4.01,0.8859999999999999,27.1
89880.0,-1.8,4.01,0.8859999999999999,27.1
89890.0,-1.5,4.01,0.8859999999999999,27.1
89900.0,-1.5,4.01,0.8859999999999999,27.1
89910.0,-1.5,4.01,0.8859999999999999,27.1
89920.0,-1.5,4.01,0.8859999999999999,27.1
89930.0,-1.5,4.01,0.8859999999999999,27.1
89940.0,-1.6,4.01,0.8859999999999999,27.1
89950.0,-1.6,4.01,0.8859999999999999,27.1
89960.0,-1.5,4.01,0.8859999999999999,27.1
89970.0,-1.5,4.01,0.8859999999999999,27.1
89980.0,-1.5,4.01,0.8859999999999999,27.1
89990.0,-1.5,4.01,0.8859999999999999,27.1
90000.0,-1.5,4.01,0.8859999999999999,27.1
90010.0,-1.5,4.01,0.8859999999999999,27.1
90020.0,-1.6,4.01,0.8859999999999999,27.1
90030.0,-1.5,4.01,0.8859999999999999,27.0
90040.0,-1.5,4.01,0.8859999999999999,27.0
