time,voltage,soc
0.0,3.7248133577666533,0.5
1.0,3.72209998634262,0.4999552256021544
2.0,3.7220448402937527,0.49990097805087763
3.0,3.7219863814717162,0.49984600269121016
4.0,3.721929263010832,0.4997910261548617
5.0,3.721871609630203,0.49973605114369585
6.0,3.7199213512495946,0.4996790633401127
7.0,3.7198575044522424,0.4996174155277363
8.0,3.719790132154366,0.4995544523748475
9.0,3.719725532513198,0.49949195808627583
10.0,3.719660060718727,0.49943003947123077
11.0,3.7111099351787997,0.4993718605132025
12.0,3.7110287306161736,0.4992953241387996
13.0,3.710929804899169,0.49920009844086655
14.0,3.710832202167187,0.49910766961678216
15.0,3.703591045160836,0.4989954798049791
16.0,3.703309672223349,0.4988721341790101
17.0,3.703181655547494,0.49874904094367245
18.0,3.703052693047572,0.4986259421056539
19.0,3.702927300583099,0.498506502399443
20.0,3.702801348008389,0.4983862736562972
21.0,3.6947583356267395,0.49825421631213024
22.0,3.69460430861695,0.4981077283994773
23.0,3.6944405908415554,0.4979527593549846
24.0,3.694278656109456,0.4978032864532229
25.0,3.6941084089937473,0.4976451210125456
26.0,3.684310079507117,0.49746162691344875
27.0,3.6841018422562453,0.4972698931986537
28.0,3.683896947595369,0.497079267593635
29.0,3.6836848988647075,0.49688864315893666
30.0,3.679869062069881,0.4966980152064238
31.0,3.679465729364783,0.4965022601453275
32.0,3.6792362291232057,0.4962995964085199
33.0,3.679002218561611,0.49609354753045853
34.0,3.6787700533676904,0.4958870091177026
35.0,3.6785401785343637,0.4956822488489132
36.0,3.6790503468012727,0.49548090647485293
37.0,3.6788284770414954,0.49528399381838617
38.0,3.678612414135766,0.49509189477447907
39.0,3.6784093563969114,0.4949043653101994
40.0,3.678216166066771,0.49472053346471667
41.0,3.682960825541918,0.4945388993493021
42.0,3.682769476220953,0.49435733514732877
43.0,3.682576353389669,0.49417203231498014
44.0,3.682376777579569,0.4939836028523878
45.0,3.689619752041303,0.4938003488444318
46.0,3.689572530186256,0.4936271354427824
47.0,3.689388585534826,0.4934649454000631
48.0,3.6892127269700814,0.49331087906985016
49.0,3.6890379498326005,0.4931583438078268
50.0,3.6888669540272905,0.49300817581554673
51.0,3.691095110910374,0.4928618474463418
52.0,3.6909564134868913,0.49271735266786976
53.0,3.690819476601222,0.4925732979406887
54.0,3.6906814101351793,0.49242890221825697
55.0,3.6905436623563723,0.49228399694693314
56.0,3.69063034919438,0.49213905266940755
57.0,3.690491591084246,0.4919954915606265
58.0,3.690312660840596,0.491852625044909
59.0,3.6901331751926283,0.491709208266314
60.0,3.688060743287334,0.49156437074075343
61.0,3.68783239415731,0.491417616355992
62.0,3.687647108897579,0.49126882337164746
63.0,3.687457439083095,0.4911182444191903
64.0,3.6872751143858404,0.49096650650194384
65.0,3.6871180753316244,0.49081461099508444
66.0,3.6850699716134727,0.4906613866593605
67.0,3.6849072910198575,0.49050494686511165
68.0,3.68474432482638,0.49034667497782913
69.0,3.6845787324057686,0.4901876800991723
70.0,3.684415245995634,0.4900287762688009
71.0,3.6847781886832784,0.48987048246437553
72.0,3.684598656117491,0.4897130226015574
73.0,3.6844213302637425,0.4895563255340084
74.0,3.6842451246839008,0.48940002505339114
75.0,3.6871652026726123,0.48924346889821013
76.0,3.6870536355265253,0.48908690266930843
77.0,3.686889125689732,0.4889323465931878
78.0,3.6867367350331275,0.48878143602535523
79.0,3.68659035201246,0.48863517424685804
80.0,3.6864487384183966,0.48849393246428385
81.0,3.6868817325576217,0.4883574498097605
82.0,3.6867489094614276,0.48822483334095595
83.0,3.68661803308787,0.48809455804107854
84.0,3.6864872756219955,0.4879644668188769
85.0,3.6863529543109523,0.48783177050863974
86.0,3.68534378152817,0.48769304787019613
87.0,3.685196401278365,0.4875480765297964
88.0,3.6850509520100125,0.48740329062605353
89.0,3.684904489400527,0.4872581653063823
90.0,3.6836451842977325,0.48711209625487173
91.0,3.6834641693125745,0.48696475945209017
92.0,3.683302002534374,0.48681611117508466
93.0,3.683136779164886,0.4866663879973814
94.0,3.682973358627137,0.4865161067889853
95.0,3.6828078506245654,0.486365390218601
96.0,3.6812863299721164,0.4862094767046856
97.0,3.681111552990186,0.48605006085117325
98.0,3.6809468560984078,0.48589003804175585
99.0,3.680788900206722,0.48573158259109395
100.0,3.680633028829434,0.48557614774481667
101.0,3.6798363485181484,0.48542446567952163
102.0,3.6796874654142235,0.4852765475027752
103.0,3.6795432496895333,0.48513168325311223
104.0,3.6793984978460497,0.48498844190003604
105.0,3.679248259936138,0.48484467134401865
106.0,3.678087889147433,0.4846974984165006
107.0,3.67792768438119,0.48454332887989104
108.0,3.6777578305883325,0.48438200552030714
109.0,3.6775888588709607,0.48422037202894214
110.0,3.677419796624163,0.48405878025407884
111.0,3.677349849819739,0.4838972807786008
112.0,3.6771949138096147,0.4837358948475081
113.0,3.677042091321905,0.48357461436791793
114.0,3.6768883943296404,0.48341340190906407
115.0,3.676734732456328,0.4832522262864065
116.0,3.677752380407147,0.48309215727419846
117.0,3.6775873262919956,0.48293346488363625
118.0,3.6774075199976695,0.4827758305453281
119.0,3.6772286205199194,0.48261898883872
120.0,3.677049043412446,0.48246272749209596
121.0,3.6782203974378076,0.48230688738257765
122.0,3.6780434073593895,0.48215136253612484
123.0,3.6778654481515267,0.4819961001275349
124.0,3.677718747972312,0.48184110048044326
125.0,3.6775716778930154,0.4816864170673232
126.0,3.6785491108445005,0.4815321565094856
127.0,3.67840232916859,0.4813784785770796
128.0,3.6782573789885586,0.4812255961890919
129.0,3.678111830778254,0.48107377541334717
130.0,3.677961631564409,0.48092333546650795
131.0,3.678165418259241,0.48077464871407455
132.0,3.678011171382867,0.48062807918930744
133.0,3.6778587493060857,0.48048197098757506
134.0,3.677705327476837,0.4803356765867275
135.0,3.6775516357101043,0.48018950834294105
136.0,3.6768880660237224,0.4800437039516273
137.0,3.6767424026825575,0.4798984264474332
138.0,3.6765991535462845,0.47975376420424076
139.0,3.6764554559608635,0.47960973093516734
140.0,3.6763136629064332,0.47946626569256573
141.0,3.677401455499368,0.47932323286802364
142.0,3.6772592387918697,0.4791804221923644
143.0,3.677118307960761,0.47903755535334624
144.0,3.676971192151009,0.4788969190684602
145.0,3.6768245714891052,0.4787595109721393
146.0,3.6783600338072193,0.47862394995757546
147.0,3.678215268688837,0.47848903530691667
148.0,3.6780719826472668,0.47835374669126673
149.0,3.677925926034803,0.4782172441706856
150.0,3.6777781383225707,0.4780788681941891
151.0,3.675486273806283,0.47793813959974907
152.0,3.675345695198949,0.4777947596142934
153.0,3.6752000888788317,0.4776486098537059
154.0,3.6750530046018706,0.47749975232282627
155.0,3.674903207468656,0.4773484294154504
156.0,3.672349959676473,0.47719506391433003
157.0,3.67219670945668,0.4770402589911729
158.0,3.6720474901932674,0.4768847982066428
159.0,3.671898899669569,0.4767296455103594
160.0,3.6717523357242583,0.47657507044729164
161.0,3.672249153197397,0.4764193933408604
162.0,3.6720992086847866,0.4762636648908765
163.0,3.6719526689373954,0.4761089749878805
164.0,3.671811670741046,0.47595619242895376
165.0,3.671680599552855,0.4758059649177186
166.0,3.6735774460476955,0.47565871906433815
167.0,3.6734546641611048,0.47551466038551643
168.0,3.6733315413595586,0.47537377330449837
169.0,3.6732128363880223,0.4752358211510696
170.0,3.673095604212466,0.4751003461615567
171.0,3.6755240134811626,0.4749666694788273
172.0,3.6753860032566847,0.4748338911522895
173.0,3.6752476274361157,0.47470089013789263
174.0,3.6751087095523713,0.47456801273763277
175.0,3.674973373892672,0.47443805990267646
176.0,3.6781266385649607,0.4743108370493956
177.0,3.6779953357418758,0.47418604488419136
178.0,3.6778680092190963,0.47406339638947215
179.0,3.67774234451237,0.47394261682365324
180.0,3.6776169630837887,0.4738234437211569
181.0,3.6794870796357193,0.47370562689241263
182.0,3.679366440075742,0.47358892842385664
183.0,3.6792443215038513,0.4734731226779325
184.0,3.6791234519105864,0.47335799629309055
185.0,3.6790032181726784,0.4732433481837883
186.0,3.6786586825146856,0.47312898954049026
187.0,3.6785394072992497,0.4730147438296679
188.0,3.678435498287741,0.4729004467937998
